title,date
"Battle of Puerto de Piñones",1811-04-01
"Pennsylvania gubernatorial election, 1832",1832-11-06
"United States Senate election in New York, 1982",1982-11-02
"United States Senate election in Missouri, 1934",1934-11-06
"Strikeforce: Playboy Mansion",2007-09-29
"Lincolnshire County Council election, 2009",2009-06-04
"RAGBRAI",1973-08-26
"Estonian Constituent Assembly election, 1919",1919-04-07
"Siege of Érsekújvár (1685)",1685-08-17
"First German phosgene attack on British troops",1915-12-19
"First Battle of Cobadin",1916-09-17
"Battle of Brown's Mill",1864-07-30
"2009 Georgian mutiny",2009-05-05
"Battle of Villers-en-Cauchies",1794-04-24
"United States presidential election in North Carolina, 2012",2012-11-06
"Wisconsin Republican primary, 2008",2008-02-19
"Alberta general election, 2012",2012-04-23
"2008 Coupe de France Final",2008-05-24
"SummerSlam (2004)",2004-08-15
"1968 FA Cup Final",1968-05-18
"Ithriyah-Raqqah offensive (February 2016–present)",2016-02-11
"Georgian–Armenian War",1918-12-31
"Laotian Civil War",1953-11-09
"British Virgin Islands general election, 1990",1990-11-12
"Ifni War",1957-10-23
"Siege of Zutphen (1591)",1591-05-30
"Siege of Steenwijk (1580–1581)",1580-10-18
"Queensland state election, 2015",2015-01-31
"United States Senate election in Georgia, 2008",2008-12-02
"23rd Moscow International Film Festival",2001-06-30
"1992 Football League Cup Final",1992-04-12
"1929 Kopet Dag earthquake",1929-05-01
"1088 Tmogvi earthquake",1088-04-16
"Battle of Perpignan (1793)",1793-07-17
"Jifjafa raid",1916-04-14
"Battle of Paye",1899-12-19
"Operation Saxifrage",1943-10-27
"Battle of Dhala",1965-03-20
"Battle of Liegnitz (1760)",1760-08-15
"1971 Svenska Cupen Final",1971-06-30
"Bay of Pigs Invasion",1961-04-19
"Battle of Musgrove Mill",1780-08-18
"Convoy SC 107",1942-11-04
"1897 All-Ireland Senior Football Championship Final",1899-02-05
"December 2015 Hindu Kush earthquake",2015-12-25
"W.A.K.O. European Championships 2000 (Jesolo)",2000-10-22
"2005 Football League Trophy Final",2005-04-10
"Battle of Englefield",0870-12-31
"Cork City Council election, 2009",2009-06-05
"Pink's War",1925-03-09
"Battle of Wilno (1939)",1939-09-19
"Battle of Poelcappelle",1917-10-09
"S-Cup Europe 2008",2008-09-20
"Next Gibraltar general election",2020-04-07
"Assault on Mount Kent, Falkland Islands",1982-06-11
"United States presidential election in South Carolina, 1824",1828-12-02
"World Victory Road Presents: Sengoku 9",2009-08-02
"2007 Johan Cruijff Schaal",2007-08-11
"Siege of Arai",1516-07-11
"The Big Event",1996-08-24
"Battle of the Netherlands",1940-05-17
"Kamerun Campaign",1914-08-06
"2002 All-Ireland Senior Hurling Championship Final",2002-09-08
"South Australian state election, 1968",1968-03-02
"1879 FA Cup Final",1879-03-29
"1907 FA Cup Final",1907-04-20
"Northern Ireland Assembly election, 2011",2011-05-05
"Operation Stampede 3",2007-07-06
"Battle of Athens (1861)",1861-08-05
"1974 European Cup Winners' Cup Final",1974-05-08
"MFC 31",2011-10-07
"Battle of Kolb's Farm",1864-06-22
"Tabkin Kwatto",1804-06-21
"United States presidential election in Ohio, 1996",1996-11-05
"Revolt of 1173–74",1173-10-17
"United States Senate election in Pennsylvania, 1916",1916-11-07
"2007 Belgian Cup Final",2007-05-26
"2014 Indian Federation Cup Final",2014-01-25
"Pride Bushido 5",2004-10-14
"1st Odessa International Film Festival",2010-07-24
"Vermont gubernatorial election, 1908",1908-09-01
"Battle of Ardahan",1914-12-25
"United States Senate election in Wisconsin, 2010",2010-11-02
"Action of 7 July 1565",1565-07-07
"NWA World Title Tournament",1994-08-27
"Battle of Cooke's Spring",1857-03-09
"Second Siege of Badajoz (1811)",0019-05-12
"Siege of Deventer (1591)",1591-06-10
"2010 Eritrean–Ethiopian border skirmish",2010-01-01
"South Norfolk District Council election, 2015",2015-05-07
"Thai Senate election, 2008",2008-03-02
"United States presidential election in Virginia, 1860",1860-11-06
"United States Senate election in Alaska, 1986",1986-11-03
"Burmese general election, 1981",1981-10-04
"Motherwell by-election, 1945",1945-04-12
"Milperra massacre",1984-09-02
"Battle of Leros",1943-11-16
"Battle of Lipnic",1470-08-20
"California Attorney General election, 2006",2006-11-07
"Battle of Hermannstadt",1442-03-25
"1971 All-Ireland Senior Football Championship Final",1971-09-26
"Battle of Vlaardingen",1018-07-29
"2013 Aberto de São Paulo",2013-01-06
"Battle of Als",1864-07-01
"Operation Junction City",1967-05-14
"2014 American rescue mission in Syria",2014-07-04
"UFC 14",1997-07-27
"Battle of Buzenval (1871)",1871-01-20
"Operation Indian Ocean",2014-08-16
"Battle of Williamsburg",1862-05-05
"1972 Qir earthquake",1972-04-10
"Siege of Santuario de Nuestra Señora de la Cabeza",1936-09-14
"Battle of Es Sinn",1915-09-28
"Siege of Pärnu",1609-03-02
"1922 Vallenar earthquake",1922-11-11
"Convoy HX-47",1940-06-17
"Battle of Pirmasens",1793-09-14
"Battle of Borovo Selo",1991-05-02
"Battle of Manila (1896)",1896-08-29
"Swedish general election, 1936",1936-09-20
"1994 Taiwan Strait earthquake",1994-09-16
"Operation Fritham",1942-04-30
"Salamanca Market",1972-01-22
"Battle of Seven Oaks",1816-06-19
"First Serbian Uprising",1804-02-15
"St. Albans Raid",1864-10-19
"Battle of Do Ab",2011-05-25
"1991 Yugoslav campaign in Croatia",1992-01-03
"Dream 11",2009-10-06
"Beslan school siege",2004-09-03
"Battle of Agra",1857-08-02
"United States presidential election in Illinois, 2016",2016-11-08
"WrestleFanFest Malice in the Palace",2007-10-19
"United States presidential election in Montana, 2012",2012-11-06
"Hamilton, Ontario, municipal election, 1932",1932-12-05
"2003 Saudi-Egyptian Super Cup (President Mubarak's League Winners' Super Cup)",2003-07-24
"2013 DFB-Pokal Final",2013-06-01
"Andalusian parliamentary election, 2008",2008-03-09
"Battle of Zonchio",1499-08-25
"United States presidential election in West Virginia, 1992",1992-11-03
"2014 Aircel Chennai Open",2014-01-05
"Battle of Wayna Daga",1543-02-21
"Next Tasmanian state election",2018-05-26
"United States House of Representatives election in the District of Columbia, 2014",2014-11-04
"Bologna municipal election, 2009",2009-06-22
"Action of 22 August 1866",1866-08-22
"United States Senate election in Massachusetts, 1942",1942-11-03
"Battle of Azaz (2012)",2012-07-23
"Battle of Merhamli",1912-11-27
"2009 Football League One play-off Final",2009-05-24
"Oklahoma's 1st congressional district special election, 2002",2002-01-08
"Battle of Aguelhok",2012-01-25
"Battle of Calabria",1940-07-09
"Navarrese parliamentary election, 1987",1987-06-10
"Louisville mayoral election, 2010",2010-11-02
"Taiwanese general election, 2016",2016-01-16
"Costa Rican general election, 1982",1982-02-07
"Niagara Region municipal elections, 2010",2010-10-25
"Third Battle of Seoul",1951-01-07
"Battle of Kamdesh",2009-10-03
"Northern Territory general election, 2016",2016-08-27
"War in Afghanistan (1978–present)",1978-04-27
"Indian presidential election, 1957",1957-05-06
"Buller by-election, 1962",1962-07-07
"Conquest of Asilah",1471-08-24
"United Kingdom general election, 1852",1852-07-31
"2002 Scottish Cup Final",2002-05-04
"1951 Taça de Portugal Final",1951-06-10
"Liberian general election, 2005",2005-11-08
"Operation Paravane",1944-09-17
"Classic Gaming Expo",2014-09-12
"Pride Bushido 1",2003-10-05
"1984 Toronto International Film Festival",1984-09-06
"Battle of Batih",1652-06-02
"United States Senate elections, 1996",1996-11-05
"Maranhão gubernatorial election, 2006",2006-10-29
"Battle of Hoke's Run",1861-07-02
"Botany by-election, 2011",2011-03-05
"Perth Royal Show",1834-11-07
"Battle of Bergendal",1900-08-27
"New Jersey gubernatorial election, 1871",1871-11-07
"Sierra Leone Civil War",1991-03-23
"Russo-Swedish War (1656–58)",1658-06-21
"1916–17 Nantou earthquakes",1916-08-28
"1987 All-Ireland Senior Camogie Championship Final",1987-09-26
"Siege of Veprik",1709-01-03
"Cádiz Expedition (1625)",1625-11-07
"Battle of Iquique",1879-05-21
"1997 Ukrainian Cup Final",1997-05-25
"1972 Cupa României Final",1972-07-02
"Battle of Kesternich",1945-02-01
"United States Senate election in North Dakota, 1968",1968-11-05
"2013 in Konfrontacja Sztuk Walki events",2015-10-31
"Zanzibar Revolution",1964-01-12
"Battle of Otterburn",1388-08-19
"CMLL Torneo Nacional de Parejas Increibles (2013)",2013-03-15
"1953 All-Ireland Senior Camogie Championship Final",1953-08-02
"Canadian federal election, 1980",1980-02-18
"Deir ez-Zor offensive (January 2016)",2016-01-21
"Italian regional elections, 1985",1985-05-12
"New York's 25th congressional district election, 2008",2008-11-04
"European Parliament election, 1999 (Austria)",1999-06-13
"World Series of Fighting 4: Spong vs. DeAnda",2013-08-10
"United States Senate election in Pennsylvania, 1946",1946-11-05
"First Battle of Châtillon",1793-07-05
"Montana gubernatorial election, 1948",1948-11-02
"Action of 30 September 1681",1681-09-30
"1947 Wisconsin earthquake",1947-05-06
"European Parliament election, 1994 (Greece)",1994-06-12
"The Blitz",1941-05-21
"United States presidential election in Louisiana, 2016",2016-11-08
"Clonoe ambush",1992-02-16
"Battle of Loncomilla",1851-12-08
"UFC Fight Night: Florian vs. Lauzon",2008-04-02
"Montana gubernatorial election, 2012",2012-11-06
"United States Senate election in New York, 1980",1980-11-04
"Louisiana Attorney General election, 2011",2011-10-22
"Spanish general election, 1896",1896-04-05
"Battle of Mamaroneck",1776-10-22
"United States House of Representatives election in Vermont, 2010",2010-11-02
"Guinea-Bissau legislative election, 2008",2008-11-16
"Victorian state election, 1961",1961-07-15
"Battle of Mulayda",1891-01-24
"Battle of Jezzine (1982)",1982-06-08
"United States Senate election in Delaware, 1990",1990-11-06
"1973 Bulgarian Cup Final",1973-06-03
"Vistula–Oder Offensive",1945-02-02
"Siege of Smolensk (1632–33)",1632-10-28
"1978 All-Ireland Senior Camogie Championship Final",1978-09-17
"Vermont gubernatorial election, 1896",1896-09-01
"Spanish municipal elections, 2015",2015-05-24
"Bellator MMA: Season Eight  Bellator 87  1",2013-01-31
"United States Senate special election in Massachusetts, 2013",2013-06-25
"1948 Cupa României Final",1948-08-15
"Belgian general election, 1906",1906-05-27
"United States House of Representatives election in the District of Columbia, 2000",2000-11-02
"United States Senate election in Vermont, 1934",1934-11-06
"Lawrence Massacre",1863-08-21
"Battle of Barrio Yoting",1898-12-03
"1998 Bahía de Caráquez earthquake",1998-08-04
"ROH 11th Anniversary Show",2013-03-02
"Quebec general election, 1973",1973-10-29
"New York gubernatorial election, 1966",1966-11-08
"New South Wales colonial election, 1895",1895-07-24
"1997–98 Kazakhstan Cup Final",1998-06-10
"Maine Democratic caucuses, 2008",2008-02-10
"1917 Bali earthquake",1917-01-20
"Battle of Polesella",1509-12-22
"2011 Cannes Film Festival",2011-05-22
"United Kingdom general election, 2010 (Lancashire)",2010-05-06
"United States presidential election, 1848",1848-11-07
"Montenotte Campaign",1796-04-28
"2001 Burundian coup d'état attempt",2001-04-18
"Spanish invasion of Portugal (1762)",1762-11-24
"Peter Lim Charity Cup",2013-05-22
"The Death Match",1942-08-09
"Italian Civil War",1943-09-08
"Illinois's 18th congressional district special election, 2015",2015-09-10
"Battle of Cassel (1328)",1328-08-23
"Battle of Ciudad Universitaria",1936-11-23
"Battle of Serobeti",1892-06-26
"1973 Chilean coup d'état",1973-09-11
"United States Senate election in New York, 2000",2000-11-07
"UFC 28",2000-11-17
"Battle of Villar de los Navarros",1837-08-24
"1970 Football League Cup Final",1970-03-07
"Leitrim County Council election, 1920",1920-05-31
"9th Venice International Film Festival (1941)",1941-09-14
"New South Wales state election, 1938",1938-03-26
"Raid on Brandenburg",1326-03-11
"Umbrian regional election, 2005",2005-04-03
"Massachusetts gubernatorial election, 1982",1982-11-02
"United States presidential election in Alaska, 1980",1980-11-04
"Bellator Fighting Championships: Season Five  Bellator 52  1",2011-10-01
"United States presidential election in Alabama, 1996",1996-11-05
"Battle of Augusta (1862)",1862-09-27
"UFC on FX: Guillard vs. Miller",2012-01-20
"Battle of Tendra",1790-09-09
"United States Senate election in Vermont, 1928",1928-11-06
"K-1 World Grand Prix 2000 Final",2000-12-10
"Battle of Pirot",1885-11-27
"1999 Intercontinental Cup",1999-11-30
"United States gubernatorial elections, 1987",1987-10-24
"Battle of São Vicente",1583-02-03
"Battle of Sidi Bou Zid",1943-02-17
"United States House of Representatives elections in California, 1872",1872-11-05
"EMLL 19th Anniversary Show",1952-09-26
"Delhi International Film Festival",2016-12-09
"Strikeforce: Revenge",2006-06-09
"Battles of Komárom",1849-07-11
"Battle of Haugsnes",1246-04-19
"WEC 31",2007-12-12
"United States Senate election in New Mexico, 2000",2000-11-07
"Siege of Zara",1202-11-24
"Battle of Dornach",1499-07-22
"2009 Taça da Liga Final",2009-03-21
"Oregon gubernatorial election, 1946",1946-11-05
"Burundian Civil War",1993-10-21
"Siege of Puebla (1863)",1863-05-17
"United States Senate election in Virginia, 1978",1978-11-07
"Battle of Lewes",1264-05-14
"UFC 61",2006-07-08
"Rif Dimashq offensive (November 2012–February 2013)",2012-11-07
"Siege of Figueras (1811)",1811-08-19
"Siege of Reading",1642-11-04
"Battle of Antivari",1914-08-16
"Capture of Oaxaca (1812)",1812-11-25
"Spanish municipal elections, 2011",2011-05-22
"United States presidential election in Georgia, 1988",1988-11-08
"Battle of Pine Island Ridge",1838-03-22
"Battle of Mokra (July 1462)",1462-07-07
"Battle of the Gebora",1811-02-19
"Battle of Jiulianshan",1948-11-15
"Battle of Sinhagad",1670-02-04
"United States Senate election in South Carolina, 2002",2002-11-05
"Colorado gubernatorial election, 2014",2014-11-04
"1948 Fukui earthquake",1948-06-28
"Battle of Messines (1917)",1917-06-14
"Second Sino-Japanese War",1937-07-07
"1948 Desert Hot Springs earthquake",1948-12-04
"Neewollah",2013-10-26
"Second Battle of the Somme (1918)",1918-09-02
"Battle of Sekigahara",1600-10-21
"Battle of Overloon",1944-10-18
"United States gubernatorial elections, 2010",2010-11-02
"Battle of Aldie",1863-06-17
"Glory By Honor XIII",2014-11-15
"Sierra Leonean general election, 2012",2012-11-17
"Battle of Hochkirch",1758-10-14
"Battle of Gibraltar (1621)",1621-08-10
"1990 Manjil–Rudbar earthquake",1990-06-21
"Liberation of Paris",1944-08-25
"United States House of Representatives elections, 2004",2004-11-02
"Battle of Sokolki",1709-04-23
"Battle of Corrick's Ford",1861-07-13
"United States Senate election in Nevada, 1992",1992-11-03
"CZW Cage of Death",2015-12-12
"Conquest of Wu by Jin",0280-03-15
"United States presidential election in Nebraska, 1988",1988-11-08
"United States House of Representatives elections, 1998",1998-11-03
"2001 Scottish League Cup Final",2001-03-18
"Operation Arbead II",2007-01-18
"Convoy SL 78",1941-06-18
"2010 FAI Cup Final",2010-11-14
"United States Senate elections, 2014",2014-11-04
"1997 Hopman Cup",1996-12-29
"Arunachal Pradesh Legislative Assembly election, 2009",2009-10-13
"En Busca de un Ídolo 2013",2013-05-17
"Battle of the Vozha River",1378-08-11
"King of the Ring (1996)",1996-06-23
"United States Senate election in Alabama, 1996",1996-11-05
"Elimination Chamber (2015)",2015-05-31
"EMLL 6th Anniversary Show",1939-09-19
"Battle of Togbao",1899-07-17
"Convoy SC 94",1942-08-10
"Anglo-Russian War (1807–12)",1812-07-18
"United States Senate election in Minnesota, 2002",2002-11-05
"United States presidential election in South Dakota, 2000",2000-11-07
"Pakistani general election, 1993",1993-10-06
"Battle of Wild Cat Creek",1812-11-22
"Philippine local elections, 1937",1937-12-14
"Shelling of Port Gregory",1943-01-28
"United States Senate election in Minnesota, 2012",2012-11-06
"Second Battle of Adrianople",1913-07-21
"MFC 30",2011-06-10
"Ñancahuazú Guerrilla",1970-07-19
"Battle of Pfeddersheim",1525-06-24
